922627	680228	143282	143465	183451	304164	526177	465300	213056	149365
449052	412408	86989	840761	998777	641875	630745	73367	183950	241640
317888	639627	797028	620188	935714	406604	42890	699735	923199	99470
425777	683303	993306	933189	182356	932346	375230	970148	364836	463355
200127	158099	503720	983833	307147	285434	814393	326438	786115	404672
777681	364784	413140	330779	112575	469055	812711	809235	658988	404975
122072	620507	934730	528913	40197	195222	332616	743366	320094	7983
864341	752098	7410	790692	863000	173332	536227	637436	737040	75810
950701	275508	671240	921419	157049	131313	690716	678943	119884	597557
760405	733507	201930	140527	689223	767238	811834	10188	900529	82034
271506	187140	109284	985180	287765	176172	545177	52577	620283	704166
72145	157816	352546	343060	326268	246268	487468	988239	426083	813870
858661	249025	467135	705584	259750	692028	152006	568322	60465	922692
836781	207962	781201	736832	760073	490348	79131	16109	803385	285921
381809	35555	620795	793739	585531	465797	320274	533375	61758	14755
196685	39054	107186	443181	419124	1713	A321381	95890	353213	231671
705410	118049	811608	849754	720356	991612	223683	579190	423564	436745
121309	349968	726627	548631	916734	197101	418402	472941	963334	367070
880458	664231	858880	402484	74997	853315	667002	903385	299014	725821
915852	984585	848203	505659	967952	240244	981431	98582	788664	277319
250118	561316	474545	639633	207236	565015	744566	171161	292253	566124
632709	695082	704540	852673	752764	917557	225259	748486	407067	537046
796572	970749	309173	121325	479908	983151	27201	452127	366632	760741
60827	565926	72215	240544	494226	48330	521625	318484	996598	835986
24635	882674	163691	402125	600519	168680	219323	605030	632565	394082
359559	564428	382606	250774	644463	159909	152183	282912	494931	861743
967692	835906	488653	670868	976740	96394	196772	287436	615558	873831
762097	898356	435366	139047	436626	305782	299381	776829	951354	310603
378348	952729	752953	862835	904707	203602	769874	707843	323340	172811
4999	323239	778854	357049	969473	333540	689917	718531	511778	99524
83376	246449	525514	426417	961117	614926	841279	743779	936673	926863
354663	782797	532244	311935	752252	257777	177227	681651	435568	237246
423207	414155	830843	748606	53239	583555	319425	436572	994299	589105
86751	318145	872087	739161	20044	657483	295148	90184	811040	664889
961693	659962	249814	82390	219600	513695	670921	153878	166245	135063
555320	255637	92387	235503	747524	849640	791130	269305	732975	686437
662842	866459	283125	358081	612757	435977	723671	546233	984856	678191
401760	474001	66572	46051	323732	502899	987467	415667	183906	255137
933120	597231	926334	570414	985532	454592	167597	411434	668506	18069
525493	875245	715853	211972	277402	563159	84760	705943	456050	451183
639565	153825	548994	141726	537327	146851	17998	122855	997934	658979
793985	194939	798877	706182	489024	603190	782047	99643	263344	103298
455081	909306	458154	114278	69604	208087	580493	219206	618040	810536
547113	162251	310330	292719	17497	156439	464317	681942	163097	977062
957969	977032	936606	888981	944859	246591	994253	382721	856630	874958
455499	273064	181269	660093	701688	204555	999406	10124	426252	509667
171675	920135	896948	385750	783668	524059	708978	205273	161116	807355
186895	111387	472215	56651	149051	595663	497442	923803	588579	690039
651211	813741	627110	719673	226386	779650	398820	836498	810385	975425
314383	925041	306979	985263	472744	907329	554602	966511	373880	761393
123619	727499	517740	671929	142272	458768	924765	921080	605837	283270
527975	582701	240059	624251	336686	675243	15988	886067	582782	451947
95733	882359	996611	529036	796612	469756	637687	834901	909304	915644
904204	493507	449660	253691	316680	467131	505035	831824	829331	516175
902003	681649	485327	437746	276554	544025	238758	910329	244	884808
504810	181197	701580	918752	549728	143920	184790	710608	489249	511747
130238	948900	186628	807857	484818	670010	133997	130592	667037	415315
143793	576032	328963	15118	663629	580773	710270	712984	478083	97367
353170	54236	358964	825577	917088	561687	582284	395598	300780	754482
347887	494139	235446	628850	719777	253653	494642	244212	806611	91065
863160	11116	48745	839421	374098	621263	286036	450920	779004	992275
667474	489827	840063	8779	378910	58000	329473	265305	668645	660501
570102	122947	345414	292712	244183	833596	697029	160952	236056	607392
468150	913854	461084	155462	495084	751262	271121	959867	822597	829728
958317	317356	127789	842552	913898	407254	188177	92353	534017	842982
839832	964932	969534	405933	286707	824541	403724	723177	449716	802021
60689	5368	153264	146888	66535	697410	951919	802895	154328	770155
361372	735755	533503	53225	916184	582586	366619	835580	333988	399835
576382	64432	601751	662049	814650	517049	822308	493202	517097	377670
774710	633851	806029	148325	951228	897935	601932	433054	387670	680273
571392	403850	833765	244586	530240	32430	969373	885203	328813	950416
984824	571075	143585	681641	923597	442826	414408	154758	489697	795849
869891	464983	218425	547426	690385	252207	971644	853170	4036	548005
476484	814997	758684	591074	490486	344881	279210	591316	641491	13191
930800	233214	486395	377212	359103	103536	984374	454231	682260	656862
971760	59445	30736	619550	45824	634162	297727	200699	76333	346063
982464	902093	216200	617280	628654	733828	497188	355	179314	334169
